SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q30,North East SHA,5KM,Middlesbrough ,A81033,OAKFIELD MEDICAL PRACTICE,309,2,307,1%,99%
Q30,North East SHA,5KM,Middlesbrough ,A81035,NEWLANDS MEDICAL PRACTICE,99,0,99,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81037,THE ERIMUS PRACTICE,266,0,266,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81038,HIRSEL MEDICAL CENTRE,127,4,123,3%,97%
Q30,North East SHA,5KM,Middlesbrough ,A81049,KINGS MEDICAL CENTRE,176,0,176,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81051,CAMBRIDGE MEDICAL GROUP,222,1,221,*,100%
Q30,North East SHA,5KM,Middlesbrough ,A81058,COULBY MEDICAL PRACTICE,367,0,367,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81064,THE DISCOVERY PRACTICE,136,0,136,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81611,PARKWAY MEDICAL CENTRE,105,0,105,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,A81621,THORNTREE SURGERY,160,1,159,1%,99%
Q30,North East SHA,5KM,Middlesbrough ,A81630,FULCRUM MEDICAL PRACTICE,63,2,61,3%,97%
Q30,North East SHA,5KM,Middlesbrough ,A81633,HAVEN MEDICAL CENTRE,50,2,48,4%,96%
Q30,North East SHA,5KM,Middlesbrough ,Y02483,RESOLUTION HEALTH CENTRE,82,1,81,1%,99%
Q30,North East SHA,5KM,Middlesbrough ,Y02673,PARK END CLINIC,114,0,114,0%,100%
Q30,North East SHA,5KM,Middlesbrough ,Y02884,HEMLINGTON MEDICAL CENTRE,83,0,83,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83001,DR.SENSIER & PARTNERS,167,0,167,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83003,WILLINGTON MEDICAL GROUP,195,0,195,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83004,DR. K R KAPOOR & PARTNER,336,1,335,*,100%
Q30,North East SHA,5ND,County Durham  ,A83007,DR. P. BURRELL & PARTNERS,386,0,386,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83008,HALLGARTH SURGERY,332,1,331,*,100%
Q30,North East SHA,5ND,County Durham  ,A83009,BRIDGE END SURGERY,280,0,280,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,142,0,142,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83012,WILLIAM BROWN CENTRE,294,1,293,*,100%
Q30,North East SHA,5ND,County Durham  ,A83014,BELMONT SURGERY,318,0,318,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83015,STATION VIEW MEDICAL CENTRE,131,0,131,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83016,TANFIELD VIEW MEDICAL GROUP,333,0,333,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83017,DR. K M PATEL & PARTNERS,300,0,300,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83018,CONSETT MEDICAL CENTRE,406,0,406,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83019,DR. R.G. ABBOTT AND DR. PATEL,122,2,120,2%,98%
Q30,North East SHA,5ND,County Durham  ,A83020,NORTH HOUSE SURGERY,234,0,234,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83021,AUCKLAND MEDICAL GROUP,233,0,233,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83022,THE MEDICAL GROUP,295,0,295,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83023,STANLEY MEDICAL GROUP,338,1,337,*,100%
Q30,North East SHA,5ND,County Durham  ,A83024,WEST RAINTON SURGERY,313,0,313,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83025,BISHOPGATE MEDICAL CENTRE,334,1,333,*,100%
Q30,North East SHA,5ND,County Durham  ,A83026,SACRISTON MEDICAL CENTRE,270,0,270,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83027,COXHOE MEDICAL PRACTICE,136,0,136,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83028,GROUP PRACTICE SURGERY,139,0,139,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83029,THE SURGERY GREAT LUMLEY,112,0,112,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83030,DUNELM MEDICAL PRACTICE,241,1,240,*,100%
Q30,North East SHA,5ND,County Durham  ,A83032,COCKFIELD SURGERY,127,0,127,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83033,"THE SURGERY, PELTON",393,0,393,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83035,THE WEARDALE PRACTICE,132,1,131,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83036,CHASTLETON MEDICAL GROUP,163,0,163,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83037,DR.FERGUSON & PARTNERS,164,0,164,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83038,CEDARS MEDICAL GROUP,301,0,301,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83041,DR D S RANGAR & PARTNERS,192,0,192,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83042,DR. C.P. FAIRLAMB & PARTNERS,326,1,325,*,100%
Q30,North East SHA,5ND,County Durham  ,A83043,OLD FORGE SURGERY,222,0,222,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83044,THE HORDEN GROUP PRACTICE,403,0,403,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83045,DR.OAKENFULL & PARTNERS,379,1,378,*,100%
Q30,North East SHA,5ND,County Durham  ,A83046,BARNARD CASTLE SURGERY,161,0,161,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83049,QUEENS ROAD SURGERY,450,0,450,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83050,CESTRIA HEALTH CENTRE,321,0,321,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83051,MARLBOROUGH SURGERY,301,0,301,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83052,DR.WOOD & PARTNERS,269,0,269,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83054,DR.JONES & PARTNERS,295,0,295,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83055,CHEVELEY PARK MEDICAL CTR,114,0,114,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83057,SHINWELL MEDICAL GROUP,158,2,156,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83060,PINFOLD MEDICAL PRACTICE,143,0,143,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83061,GAINFORD SURGERY,129,0,129,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83066,JUBILEE MEDICAL GROUP,275,0,275,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83068,JUPITER HOUSE,277,1,276,*,100%
Q30,North East SHA,5ND,County Durham  ,A83071,THE NEW SEAHAM MEDICAL GROUP,286,2,284,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83072,PARK HOUSE SURGERY,194,0,194,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83073,DRS LAMBERT & NG,104,0,104,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83074,PEASEWAY MEDICAL CENTRE,103,0,103,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83075,DR KV REDDY,126,0,126,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83076,DIPTON SURGERY,235,1,234,*,100%
Q30,North East SHA,5ND,County Durham  ,A83603,DR.ROY,105,0,105,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,128,0,128,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83616,DR M D RAMAKRISHNA GUPTA,265,1,264,*,100%
Q30,North East SHA,5ND,County Durham  ,A83617,BROWNEY HOUSE SURGERY,111,0,111,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83618,OAKFIELDS HEALTH CENTRE,119,1,118,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83619,DR. S H S MANSOUR,249,2,247,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83622,THE HAVEN SURGERY,133,1,132,1%,99%
Q30,North East SHA,5ND,County Durham  ,A83626,EVENWOOD SURGERY,129,0,129,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83627,DR. M. SANGHERA,189,0,189,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83630,DENHOLM HOUSE,77,0,77,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83632,CRAGHEAD MEDICAL CENTRE,111,0,111,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83634,WEST CORNFORTH MEDICAL CENTRE,302,1,301,*,100%
Q30,North East SHA,5ND,County Durham  ,A83635,BOWBURN MEDICAL CENTRE,108,0,108,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83636,LEADGATE SURGERY,108,0,108,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83637,PELTON FELL SURGERY,96,0,96,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83638,DR.BALIGA,75,0,75,0%,100%
Q30,North East SHA,5ND,County Durham  ,A83639,DRS PARTHASARATHY & PARTHASARATHY,374,1,373,*,100%
Q30,North East SHA,5ND,County Durham  ,A83644,ANNFIELD PLAIN SURGERY,103,0,103,0%,100%
Q30,North East SHA,5ND,County Durham  ,Y00254,CASTLE GARTH,0,~,~,~,~
Q30,North East SHA,5ND,County Durham  ,Y00255,ST MARGARETS HEALTH CTR,25,0,25,0%,100%
Q30,North East SHA,5ND,County Durham  ,Y01792,DURHAM DALES MEDICAL PRACTICE,13,0,13,0%,100%
Q30,North East SHA,5ND,County Durham  ,Y02614,INTRAHEALTH AT HEALTHWORKS,9,~,~,~,~
Q30,North East SHA,5QR,Redcar and Cleveland ,A81005,SPRINGWOOD SURGERY,217,0,217,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81008,ALBERT HOUSE CLINIC,236,1,235,*,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81013,BROTTON SURGERY,277,0,277,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81015,LAGAN SURGERY,124,0,124,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81018,BENTLEY MEDICAL PRACTICE,254,0,254,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81021,NORMANBY MEDICAL CENTRE,150,0,150,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81022,HILLSIDE PRACTICE,247,0,247,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81032,THE GARTH,296,1,295,*,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81042,SOUTH GRANGE MEDICAL CENTRE,202,2,200,1%,99%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81043,THE MANOR HOUSE SURGERY,213,0,213,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81045,THE COATHAM ROAD SURGERY,246,0,246,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81047,MARSKE MEDICAL CENTRE,262,0,262,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81048,ZETLAND MEDICAL PRACTICE,325,1,324,*,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81052,THE GREEN HOUSE SURGERY,223,0,223,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81053,WOODSIDE SURGERY,226,0,226,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81054,THE SALTSCAR SURGERY,347,0,347,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81065,THE ESTON SURGERY,131,0,131,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81069,RAINBOW SURGERY,90,0,90,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81605,PARK AVENUE SURGERY,104,0,104,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,A81618,HUNTCLIFF SURGERY,241,1,240,*,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,Y00286,THE RAVENSCAR SURGERY,104,0,104,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,Y02499,ESTON GRANGE NHS HEALTH CARE CENTRE,28,0,28,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,Y02664,SKELTON PRACTICE,68,0,68,0%,100%
Q30,North East SHA,5QR,Redcar and Cleveland ,Y02880,LANGBAURGH MEDICAL CENTRE,5,~,~,~,~
Q30,North East SHA,TAC,Northumberland Care Trust,A84002,THE ROTHBURY PRACTICE,239,0,239,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84003,LINTONVILLE MEDICAL GROUP,368,1,367,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84005,BEDLINGTONSHIRE MED.GROUP,228,0,228,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84006,THE BONDGATE SURGERY,303,1,302,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84007,PONTELAND MEDICAL GROUP,288,0,288,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84008,BELFORD MEDICAL PRACTICE,118,0,118,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84009,WATERLOO MEDICAL GROUP,398,1,397,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84011,WHITE MEDICAL GROUP,250,0,250,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84013,THE GABLES MEDICAL GROUP,326,3,323,1%,99%
Q30,North East SHA,TAC,Northumberland Care Trust,A84014,MARINE MEDICAL GROUP,171,0,171,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84015,LABURNUM SURGERY,162,0,162,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84016,PRUDHOE MEDICAL GROUP,286,1,285,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84018,CORBRIDGE HEALTH CENTRE,204,0,204,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84020,GUIDEPOST MEDICAL GROUP,348,0,348,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84021,THE CONSULTING ROOMS,315,0,315,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84022,COQUET MEDICAL GROUP,344,1,343,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84024,BURN BRAE MEDICAL GROUP,165,0,165,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84025,CRAMLINGTON MEDICAL GROUP,270,0,270,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84026,WELL CLOSE SQUARE SURGERY,375,1,374,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84027,BELLINGHAM PRACTICE,168,0,168,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84028,SEATON PARK MEDICAL GROUP,361,1,360,*,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84029,WIDDRINGTON SURGERY,336,0,336,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84030,VILLAGE MEDICAL GROUP,274,0,274,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84031,GREYSTOKE SURGERY,343,0,343,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84032,BURNHOUSE SURGERY,265,0,265,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84033,THE SELE MEDICAL PRACTICE,345,0,345,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84034,HALTWHISTLE MEDICAL GROUP,129,0,129,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84035,RIVERSDALE SURGERY,286,0,286,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84036,WELLWAY MEDICAL GROUP,407,0,407,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84037,NETHERFIELD HOUSE,177,0,177,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84038,FORUM FAMILY PRACTICE,184,0,184,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84039,GAS HOUSE LANE SURGERY,147,0,147,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84040,HUMSHAUGH & WARK MED GRP,104,0,104,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84042,SCOTS GAP MEDICAL GROUP,131,0,131,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84043,BROCKWELL MEDICAL GROUP,351,0,351,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84044,UNION BRAE & NORHAM PRAC,364,0,364,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84045,HAYDON & ALLEN VALLEYS MEDICAL PRACTICE,193,0,193,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84047,BRANCH END SURGERY,279,0,279,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84048,STATION MEDICAL GROUP,291,0,291,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84604,THE GLENDALE SURGERY,117,0,117,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84609,MIDDLE FARM SURGERY,118,0,118,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84613,HARBOTTLE SURGERY,115,0,115,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84614,THE ADDERLANE SURGERY,94,0,94,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84617,THE HARBOUR SUITE,130,0,130,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84618,ALLENDALE HEALTH CENTRE,121,0,121,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,A84619,ELSDON AVENUE SURGERY,127,0,127,0%,100%
Q30,North East SHA,TAC,Northumberland Care Trust,Y00151,COLLINGWOOD MEDICAL GROUP,211,0,211,0%,100%
Q31,North West SHA,5F5,Salford ,P87002,THE POPLARS MEDICAL PRACTICE,351,1,350,*,100%
Q31,North West SHA,5F5,Salford ,P87003,4/ST ANDREWS MEDICAL PRACTICE,218,0,218,0%,100%
Q31,North West SHA,5F5,Salford ,P87004,1/SALFORD MEDICAL PRACTICE,183,1,182,1%,99%
Q31,North West SHA,5F5,Salford ,P87008,WALKDEN MEDICAL PRACTICE,270,0,270,0%,100%
Q31,North West SHA,5F5,Salford ,P87014,IRLAM GROUP PRACTICE,394,0,394,0%,100%
Q31,North West SHA,5F5,Salford ,P87015,PENDLETON MEDICAL CENTRE,323,2,321,1%,99%
Q31,North West SHA,5F5,Salford ,P87016,THE SIDES MEDICAL PRACTICE,201,1,200,*,100%
Q31,North West SHA,5F5,Salford ,P87017,THE LIMES MEDICAL PRACTICE,407,1,406,*,100%
Q31,North West SHA,5F5,Salford ,P87019,LOWRY MEDICAL PRACTICE,194,0,194,0%,100%
Q31,North West SHA,5F5,Salford ,P87020,2/ST ANDREWS MEDICAL PRACTICE,104,0,104,0%,100%
Q31,North West SHA,5F5,Salford ,P87022,MOCHA PARADE MEDICAL PRACTICE,88,0,88,0%,100%
Q31,North West SHA,5F5,Salford ,P87024,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,252,2,250,1%,99%
Q31,North West SHA,5F5,Salford ,P87025,THE LAKES MEDICAL PRACTICE,253,0,253,0%,100%
Q31,North West SHA,5F5,Salford ,P87026,3/HIGHER BROUGHTON MEDICAL PRACTICE,163,0,163,0%,100%
Q31,North West SHA,5F5,Salford ,P87027,LANGWORTHY MEDICAL PRACTICE,223,0,223,0%,100%
Q31,North West SHA,5F5,Salford ,P87028,THE GILL MEDICAL PRACTICE,325,0,325,0%,100%
Q31,North West SHA,5F5,Salford ,P87032,ORIENT ROAD MEDICAL PRACTICE,145,0,145,0%,100%
Q31,North West SHA,5F5,Salford ,P87035,REGENTS PARK MEDICAL PRACTICE,160,1,159,1%,99%
Q31,North West SHA,5F5,Salford ,P87036,4/LOWER BROUGHTON MEDICAL PRACTICE,223,2,221,1%,99%
Q31,North West SHA,5F5,Salford ,P87039,2/IRLAM MEDICAL PRACTICE,257,1,256,*,100%
Q31,North West SHA,5F5,Salford ,P87040,SORREL BANK MEDICAL PRACTICE,407,0,407,0%,100%
Q31,North West SHA,5F5,Salford ,P87610,THE MOSSLANDS MEDICAL PRACTICE,386,1,385,*,100%
Q31,North West SHA,5F5,Salford ,P87613,CLEGGS LANE MEDICAL PRACTICE/129,184,0,184,0%,100%
Q31,North West SHA,5F5,Salford ,P87614,155/MANCHESTER ROAD MEDICAL PRACTICE,110,0,110,0%,100%
Q31,North West SHA,5F5,Salford ,P87617,3/MONTON MEDICAL PRACTICE,27,0,27,0%,100%
Q31,North West SHA,5F5,Salford ,P87618,7/MANCHESTER ROAD MEDICAL PRACTICE,98,1,97,1%,99%
Q31,North West SHA,5F5,Salford ,P87620,1/MONTON MEDICAL PRACTICE,396,1,395,*,100%
Q31,North West SHA,5F5,Salford ,P87624,ELLENBROOK  MEDICAL PRACTICE,183,0,183,0%,100%
Q31,North West SHA,5F5,Salford ,P87625,DEARDEN AVENUE MEDICAL PRACTICE,199,0,199,0%,100%
Q31,North West SHA,5F5,Salford ,P87627,ORCHARD MEDICAL PRACTICE,186,0,186,0%,100%
Q31,North West SHA,5F5,Salford ,P87629,1/ST ANDREWS MEDICAL PRACTICE,141,2,139,1%,99%
Q31,North West SHA,5F5,Salford ,P87630,CHERRY MEDICAL PRACTICE,122,0,122,0%,100%
Q31,North West SHA,5F5,Salford ,P87632,5/ST ANDREWS MEDICAL PRACTICE,98,0,98,0%,100%
Q31,North West SHA,5F5,Salford ,P87634,CLARENDON MEDICAL PRACTICE,198,0,198,0%,100%
Q31,North West SHA,5F5,Salford ,P87637,THE NELSON FOLD MEDICAL PRACTICE,131,0,131,0%,100%
Q31,North West SHA,5F5,Salford ,P87639,CORNERSTONE MEDICAL PRACTICE,172,1,171,1%,99%
Q31,North West SHA,5F5,Salford ,P87641,1/HIGHER BROUGHTON MEDICAL PRACTICE,243,0,243,0%,100%
Q31,North West SHA,5F5,Salford ,P87642,2/HIGHER BROUGHTON MEDICAL PRACTICE,166,4,162,2%,98%
Q31,North West SHA,5F5,Salford ,P87645,GATEWAY MEDICAL PRACTICE,163,0,163,0%,100%
Q31,North West SHA,5F5,Salford ,P87648,LEICESTER ROAD MEDICAL PRACTICE,191,0,191,0%,100%
Q31,North West SHA,5F5,Salford ,P87649,CHAPEL MEDICAL PRACTICE,153,0,153,0%,100%
Q31,North West SHA,5F5,Salford ,P87651,LIMEFIELD ROAD MEDICAL PRACTICE,150,0,150,0%,100%
Q31,North West SHA,5F5,Salford ,P87652,1/LOWER BROUGHTON MEDICAL PRACTICE,59,0,59,0%,100%
Q31,North West SHA,5F5,Salford ,P87654,3/LOWER BROUGHTON MEDICAL PRACTICE,293,3,290,1%,99%
Q31,North West SHA,5F5,Salford ,P87657,(IRLAM) SALFORD CARE CTRS MEDICAL PRACTI,179,0,179,0%,100%
Q31,North West SHA,5F5,Salford ,P87658,THE WILLOWS MEDICAL PRACTICE,359,2,357,1%,99%
Q31,North West SHA,5F5,Salford ,P87659,3/ST ANDREWS MEDICAL CENTRE,97,0,97,0%,100%
Q31,North West SHA,5F5,Salford ,P87660,ECCLES GATEWAY MEDICAL CENTRE,111,0,111,0%,100%
Q31,North West SHA,5F5,Salford ,P87661,MANCHESTER ROAD EAST MEDICAL PRACTICE,85,0,85,0%,100%
Q31,North West SHA,5F5,Salford ,P87662,SALFORD HOMELESS PROJECT,1,~,~,~,~
Q31,North West SHA,5F5,Salford ,P87668,2/SALFORD MEDICAL PRACTICE,62,0,62,0%,100%
Q31,North West SHA,5F5,Salford ,Y00443,HORIZON PRIMARY CARE CENTRE MEDICAL PRAC,67,2,65,3%,97%
Q31,North West SHA,5F5,Salford ,Y00445,SALFORD HEALTH MATTERS,331,3,328,1%,99%
Q31,North West SHA,5F5,Salford ,Y02622,BLACKFRIARS,125,1,124,1%,99%
Q31,North West SHA,5F5,Salford ,Y02623,CANAL SIDE MEDICAL PRACTICE,1,~,~,~,~
Q31,North West SHA,5F5,Salford ,Y02625,SALFORD CARE HOMES PRACTICE,6,~,~,~,~
Q31,North West SHA,5F5,Salford ,Y02767,THE HEIGHTS GEN PRACTICE,77,0,77,0%,100%
Q31,North West SHA,5F7,Stockport ,P88001,BRINNINGTON HEALTH CENTRE 1,143,0,143,0%,100%
Q31,North West SHA,5F7,Stockport ,P88002,MARPLE BRIDGE SURGERY,121,0,121,0%,100%
Q31,North West SHA,5F7,Stockport ,P88003,MANOR MEDICAL PRACTICE,362,2,360,1%,99%
Q31,North West SHA,5F7,Stockport ,P88004,HEATON MOOR MEDICAL CENTRE,236,1,235,*,100%
Q31,North West SHA,5F7,Stockport ,P88005,FAMILY SURGERY,247,1,246,*,100%
Q31,North West SHA,5F7,Stockport ,P88006,MARPLE COTTAGE SURGERY,99,0,99,0%,100%
Q31,North West SHA,5F7,Stockport ,P88007,CHEADLE HULME HEALTH CTR 2,432,0,432,0%,100%
Q31,North West SHA,5F7,Stockport ,P88008,HEATON MERSEY MED.PRACT.,396,1,395,*,100%
Q31,North West SHA,5F7,Stockport ,P88009,WOODLEY HEALTH CENTRE 2,444,0,444,0%,100%
Q31,North West SHA,5F7,Stockport ,P88010,HEATON NORRIS HEALTH CTR. 2,277,2,275,1%,99%
Q31,North West SHA,5F7,Stockport ,P88011,HEATON NORRIS HEALTH CTR. 1,417,2,415,*,100%
Q31,North West SHA,5F7,Stockport ,P88012,BEECH HOUSE MEDICAL PRACT,350,0,350,0%,100%
Q31,North West SHA,5F7,Stockport ,P88013,CARITAS GENERAL PRACTICE PARTNERSHIP,359,2,357,1%,99%
Q31,North West SHA,5F7,Stockport ,P88014,ADSHALL ROAD MEDICAL PRAC,199,2,197,1%,99%
Q31,North West SHA,5F7,Stockport ,P88015,BRAMHALL HEALTH CENTRE,337,1,336,*,100%
Q31,North West SHA,5F7,Stockport ,P88016,BRAMHALL PARK MEDICAL CTR,238,0,238,0%,100%
Q31,North West SHA,5F7,Stockport ,P88017,CHADSFIELD MEDICAL PRACTICE,259,0,259,0%,100%
Q31,North West SHA,5F7,Stockport ,P88018,PARK VIEW GROUP PRACTICE,337,0,337,0%,100%
Q31,North West SHA,5F7,Stockport ,P88019,ALVANLEY FAMILY PRACTICE,263,1,262,*,100%
Q31,North West SHA,5F7,Stockport ,P88020,CHEADLE MEDICAL PRACTICE,230,2,228,1%,99%
Q31,North West SHA,5F7,Stockport ,P88021,MARPLE MEDICAL PRACTICE,384,0,384,0%,100%
Q31,North West SHA,5F7,Stockport ,P88023,HEALD GREEN HEALTH CENTRE 2,388,2,386,1%,99%
Q31,North West SHA,5F7,Stockport ,P88024,GATLEY MEDICAL CENTRE,394,1,393,*,100%
Q31,North West SHA,5F7,Stockport ,P88025,CHEADLE HULME HEALTH CTR 1,234,0,234,0%,100%
Q31,North West SHA,5F7,Stockport ,P88026,HEATON MOOR MEDICAL CTR. 1,372,0,372,0%,100%
Q31,North West SHA,5F7,Stockport ,P88028,EASTHOLME SURGERY,105,0,105,0%,100%
Q31,North West SHA,5F7,Stockport ,P88031,BRACONDALE MEDICAL CENTRE,303,1,302,*,100%
Q31,North West SHA,5F7,Stockport ,P88033,SHAW VILLA MEDICAL CENTRE,97,0,97,0%,100%
Q31,North West SHA,5F7,Stockport ,P88034,CALE GREEN SURGERY,269,1,268,*,100%
Q31,North West SHA,5F7,Stockport ,P88041,THE VILLAGE SURGERY,125,0,125,0%,100%
Q31,North West SHA,5F7,Stockport ,P88042,HEALD GREEN HEALTH CENTRE 1,361,1,360,*,100%
